Name,Online,book_table,rate,votes,approx_cost(for two people),listed_in(type)
Customer_4045,Yes,Yes,2.1,232,858,Buffet
Customer_4046,No,No,3.7,2761,2533,Delivery
Customer_4047,Yes,Yes,1.6,3861,2395,Cafe
Customer_4048,No,No,1.6,3658,1688,Cafe
Customer_4049,Yes,No,3,2591,870,Quick Bites
Customer_4050,Yes,No,3.3,4979,303,Cafe
Customer_4051,Yes,No,3.8,2777,396,Quick Bites
Customer_4052,Yes,Yes,1.7,1244,1853,Quick Bites
Customer_4053,Yes,Yes,4,2784,839,Delivery
Customer_4054,No,No,3.7,4527,244,Cafe
Customer_4055,Yes,No,2.2,2756,734,Cafe
Customer_4056,No,Yes,4.8,703,1291,Buffet
Customer_4057,Yes,Yes,3.8,3234,2370,Dining
Customer_4058,Yes,Yes,2.4,3340,2339,Buffet
Customer_4059,No,No,2.8,4813,1813,Delivery
Customer_4060,No,Yes,2.6,3390,959,Buffet
Customer_4061,Yes,Yes,3.6,2737,2590,Cafe
Customer_4062,No,Yes,2.3,2345,563,Quick Bites
Customer_4063,No,Yes,3.4,3754,1001,Buffet
Customer_4064,Yes,No,3.4,4248,1124,Cafe
Customer_4065,Yes,Yes,1.6,288,2475,Buffet
Customer_4066,No,No,3,2869,740,Quick Bites
Customer_4067,No,Yes,3.9,3630,1510,Quick Bites
Customer_4068,Yes,Yes,4.9,785,901,Cafe
Customer_4069,Yes,No,3.7,44,1793,Dining
Customer_4070,Yes,Yes,5,3679,2151,Delivery
Customer_4071,Yes,No,3.8,1776,944,Quick Bites
Customer_4072,No,Yes,2.5,2032,2979,Cafe
Customer_4073,Yes,Yes,2.8,3554,1862,Dining
Customer_4074,No,No,1.9,3441,1970,Dining
Customer_4075,No,No,4.4,1717,626,Dining
Customer_4076,No,Yes,3.9,1283,551,Buffet
Customer_4077,Yes,Yes,3.2,3858,361,Delivery
Customer_4078,Yes,Yes,2.1,3983,932,Buffet
Customer_4079,Yes,Yes,3.9,4970,2807,Dining
Customer_4080,No,Yes,4.9,990,2952,Quick Bites
Customer_4081,Yes,No,2.9,1734,1530,Dining
Customer_4082,No,Yes,3.1,2096,917,Dining
Customer_4083,No,Yes,2.6,2315,1759,Quick Bites
Customer_4084,Yes,No,4.6,450,821,Quick Bites
Customer_4085,Yes,No,4.1,3537,784,Dining
Customer_4086,Yes,No,2.9,1634,1088,Cafe
Customer_4087,No,No,4.7,4414,2652,Quick Bites
Customer_4088,No,Yes,2.7,3513,863,Quick Bites
Customer_4089,Yes,No,2.4,4951,1571,Delivery
Customer_4090,Yes,Yes,2.2,1002,1323,Quick Bites
Customer_4091,No,No,2.5,2997,510,Dining
Customer_4092,Yes,Yes,3.4,2313,682,Delivery
Customer_4093,Yes,No,1.4,1808,1839,Delivery
Customer_4094,Yes,No,3,3109,2575,Cafe
Customer_4095,No,No,2.7,1340,2110,Cafe
Customer_4096,Yes,Yes,4.1,3777,2729,Dining
Customer_4097,Yes,No,4.2,2712,734,Buffet
Customer_4098,Yes,No,4.2,2797,784,Delivery
Customer_4099,Yes,Yes,2.1,2723,2996,Buffet
Customer_4100,No,Yes,3.1,3695,2383,Delivery
Customer_4101,Yes,No,3.1,4773,1322,Dining
Customer_4102,No,Yes,2,2242,1669,Buffet
Customer_4103,No,No,2.1,439,1296,Quick Bites
Customer_4104,Yes,No,4.2,259,2843,Delivery
Customer_4105,Yes,Yes,2,2604,1107,Delivery
Customer_4106,Yes,Yes,4.4,1474,2945,Quick Bites
Customer_4107,Yes,No,2.2,2585,623,Quick Bites
Customer_4108,Yes,No,3.5,4138,2758,Quick Bites
Customer_4109,Yes,Yes,2.1,2411,854,Cafe
Customer_4110,No,No,2.2,1580,711,Cafe
Customer_4111,No,No,4.7,2865,1036,Buffet
Customer_4112,No,Yes,1.7,3305,1916,Buffet
Customer_4113,No,Yes,2.1,1771,420,Quick Bites
Customer_4114,No,No,1.2,3857,1028,Delivery
Customer_4115,Yes,Yes,4.3,1644,1805,Cafe
Customer_4116,Yes,Yes,2.8,2867,1545,Quick Bites
Customer_4117,No,Yes,2.7,420,443,Quick Bites
Customer_4118,Yes,No,2.6,2224,523,Delivery
Customer_4119,No,No,2.4,3432,1653,Quick Bites
Customer_4120,No,Yes,3.6,4036,1677,Buffet
Customer_4121,Yes,No,1.7,4829,2772,Dining
Customer_4122,No,Yes,4.9,3046,2207,Dining
Customer_4123,Yes,No,1.5,3819,613,Quick Bites
Customer_4124,Yes,No,1.5,4802,609,Quick Bites
Customer_4125,No,No,3,4952,2843,Buffet
Customer_4126,Yes,Yes,3.6,56,1348,Quick Bites
Customer_4127,No,Yes,2.5,2239,1852,Dining
Customer_4128,No,No,4.4,2700,1852,Delivery
Customer_4129,Yes,Yes,1.8,1812,836,Buffet
Customer_4130,Yes,Yes,3.3,4980,2247,Quick Bites
Customer_4131,Yes,No,4.1,3918,1067,Delivery
Customer_4132,Yes,Yes,3.2,1652,924,Dining
Customer_4133,Yes,No,1.5,2864,472,Delivery
Customer_4134,Yes,No,3.9,1025,669,Dining
Customer_4135,Yes,Yes,3.6,243,901,Buffet
Customer_4136,Yes,Yes,4.6,3767,531,Buffet
Customer_4137,Yes,No,1.3,4961,2914,Dining
Customer_4138,No,Yes,4,3129,442,Quick Bites
Customer_4139,Yes,No,3.4,4638,731,Dining
Customer_4140,No,No,3.8,262,659,Quick Bites
Customer_4141,Yes,Yes,1.3,3333,558,Buffet
Customer_4142,Yes,Yes,2.2,3597,2436,Dining
Customer_4143,No,Yes,4.3,4219,1795,Delivery
Customer_4144,No,No,4.9,1653,2961,Delivery
Customer_4145,No,No,3.1,4402,1950,Dining
Customer_4146,Yes,No,4.8,3406,1953,Buffet
Customer_4147,No,No,4.4,2478,2752,Buffet
Customer_4148,No,Yes,1.4,3083,655,Cafe
Customer_4149,Yes,Yes,4.8,2708,1796,Buffet
Customer_4150,Yes,Yes,3.3,2341,385,Buffet
Customer_4151,No,No,2.5,1113,2311,Quick Bites
Customer_4152,No,No,2.5,706,2354,Buffet
Customer_4153,Yes,Yes,4.7,570,2144,Buffet
Customer_4154,Yes,No,3.9,916,1252,Dining
Customer_4155,No,Yes,2.6,2139,2624,Quick Bites
Customer_4156,Yes,Yes,3.5,307,283,Delivery
Customer_4157,Yes,No,3.7,801,2281,Dining
Customer_4158,Yes,Yes,3.1,4251,603,Dining
Customer_4159,No,No,4.7,2727,2596,Dining
Customer_4160,Yes,Yes,4.8,1436,367,Cafe
Customer_4161,No,Yes,2.7,3917,2506,Cafe
Customer_4162,No,Yes,4.1,3799,2707,Buffet
Customer_4163,No,Yes,4.4,4172,2322,Delivery
Customer_4164,No,Yes,2.7,656,273,Delivery
Customer_4165,No,Yes,2.7,2843,293,Dining
Customer_4166,Yes,Yes,5,3904,2855,Buffet
Customer_4167,Yes,Yes,4.3,3185,2573,Cafe
Customer_4168,No,Yes,3.2,148,2333,Dining
Customer_4169,No,No,3.6,3054,2228,Cafe
Customer_4170,No,No,2.7,4272,2702,Buffet
Customer_4171,No,Yes,2.2,4271,2854,Dining
Customer_4172,Yes,Yes,3.9,3408,1949,Buffet
Customer_4173,Yes,Yes,2.3,3626,1457,Delivery
Customer_4174,Yes,No,3.4,1743,2694,Buffet
Customer_4175,Yes,Yes,3.3,1294,2961,Buffet
Customer_4176,No,No,1.8,1388,1274,Buffet
Customer_4177,No,Yes,3.1,3554,2225,Delivery
Customer_4178,No,No,3.1,4213,854,Quick Bites
Customer_4179,No,No,4.8,2318,547,Cafe
Customer_4180,No,No,4.2,1212,601,Cafe
Customer_4181,Yes,No,3.9,2665,2509,Buffet
Customer_4182,Yes,No,1.2,4285,2415,Quick Bites
Customer_4183,No,Yes,2.5,4494,2434,Cafe
Customer_4184,Yes,No,4.4,2206,1792,Buffet
Customer_4185,Yes,Yes,3.2,1439,1570,Buffet
Customer_4186,No,Yes,3.4,47,1610,Buffet
Customer_4187,Yes,Yes,1,340,470,Dining
Customer_4188,No,No,1.5,4202,984,Cafe
Customer_4189,No,Yes,3.7,1460,2599,Cafe
Customer_4190,Yes,No,2.2,192,1478,Buffet
Customer_4191,No,No,3,4930,371,Delivery
Customer_4192,Yes,No,3.6,2502,321,Buffet
Customer_4193,No,Yes,3,4423,837,Quick Bites
Customer_4194,Yes,No,1.5,51,252,Cafe
Customer_4195,Yes,Yes,1,35,725,Cafe
Customer_4196,No,Yes,2.2,3566,2063,Delivery
Customer_4197,No,No,3.4,4011,2838,Buffet
Customer_4198,Yes,No,1.6,3661,1309,Buffet
Customer_4199,Yes,Yes,3.2,4118,525,Cafe
Customer_4200,No,Yes,3.5,1332,1933,Cafe
Customer_4201,No,Yes,1.1,2308,2663,Quick Bites
Customer_4202,No,No,1.6,4640,2448,Buffet
Customer_4203,No,Yes,4.4,3845,2109,Dining
Customer_4204,Yes,Yes,4.2,1007,2251,Quick Bites
Customer_4205,Yes,No,1.3,1958,1139,Cafe
Customer_4206,Yes,Yes,4.5,3435,933,Dining
Customer_4207,No,No,1,740,711,Dining
Customer_4208,Yes,No,1.7,2650,1970,Delivery
Customer_4209,No,Yes,3.5,87,1934,Cafe
Customer_4210,Yes,No,1.1,1432,1098,Dining
Customer_4211,Yes,Yes,2.4,4388,1482,Dining
Customer_4212,Yes,No,1.5,1052,1872,Dining
Customer_4213,No,No,4.8,2868,2486,Delivery
Customer_4214,No,Yes,2.5,1378,1620,Cafe
Customer_4215,No,No,1,934,2884,Delivery
Customer_4216,No,No,2.9,4963,1119,Quick Bites
Customer_4217,No,No,1.4,3400,1247,Cafe
Customer_4218,Yes,No,3.8,2512,1739,Buffet
Customer_4219,No,Yes,2.7,1550,2393,Quick Bites
Customer_4220,Yes,Yes,2.4,4222,2240,Delivery
Customer_4221,No,No,4.7,2614,2035,Delivery
Customer_4222,No,Yes,2.8,4318,1214,Buffet
Customer_4223,No,Yes,4.7,1527,2764,Cafe
Customer_4224,No,Yes,2.3,3063,2803,Delivery
Customer_4225,No,Yes,4.3,630,711,Buffet
Customer_4226,No,No,3.6,1633,338,Quick Bites
Customer_4227,No,No,2.9,2271,337,Buffet
Customer_4228,Yes,Yes,4.9,1995,2862,Buffet
Customer_4229,Yes,Yes,3.5,4545,644,Buffet
Customer_4230,No,Yes,1.5,117,2006,Quick Bites
Customer_4231,Yes,No,5,4874,462,Delivery
Customer_4232,Yes,Yes,3.2,4489,1914,Cafe
Customer_4233,No,Yes,3.9,1872,1417,Buffet
Customer_4234,No,No,4.3,723,2363,Delivery
Customer_4235,Yes,Yes,3.6,4248,1153,Cafe
Customer_4236,Yes,No,4.2,4969,2637,Cafe
Customer_4237,No,Yes,1.2,319,1289,Delivery
Customer_4238,Yes,Yes,3.7,2097,1101,Cafe
Customer_4239,Yes,No,2.2,1636,2464,Cafe
Customer_4240,Yes,Yes,3.8,4441,278,Dining
Customer_4241,Yes,Yes,1.2,53,2698,Quick Bites
Customer_4242,No,No,3.5,61,2361,Buffet
Customer_4243,Yes,Yes,1.1,1278,1456,Buffet
Customer_4244,No,Yes,2,2473,406,Buffet
Customer_4245,No,No,1.3,4277,322,Delivery
Customer_4246,Yes,Yes,4.4,3591,576,Delivery
Customer_4247,No,Yes,3.4,4545,2123,Cafe
Customer_4248,Yes,No,3.2,595,2464,Quick Bites
Customer_4249,No,Yes,3.4,2376,1641,Delivery
Customer_4250,Yes,Yes,2.3,2691,1997,Quick Bites
Customer_4251,No,Yes,5,1200,1488,Buffet
Customer_4252,Yes,Yes,1.6,2623,2312,Delivery
Customer_4253,Yes,No,4.3,980,1679,Quick Bites
Customer_4254,Yes,No,1.1,1404,517,Cafe
Customer_4255,No,No,4.6,1304,2158,Buffet
Customer_4256,Yes,No,4.8,1494,1009,Buffet
Customer_4257,Yes,No,4.2,3865,2336,Cafe
Customer_4258,No,Yes,3,820,1018,Quick Bites
Customer_4259,Yes,Yes,2,3026,2805,Quick Bites
Customer_4260,Yes,Yes,3.1,384,272,Cafe
Customer_4261,No,No,3.8,3409,2452,Buffet
Customer_4262,No,No,4.8,2959,373,Quick Bites
Customer_4263,No,No,3.3,2159,545,Dining
Customer_4264,Yes,No,2.9,4516,2967,Buffet
Customer_4265,No,Yes,2,252,2496,Cafe
Customer_4266,Yes,No,4.3,2826,697,Dining
Customer_4267,Yes,Yes,3.6,1973,399,Buffet
Customer_4268,Yes,Yes,1.8,4296,393,Dining
Customer_4269,No,No,2.5,3633,1550,Cafe
Customer_4270,Yes,No,1.7,411,2741,Cafe
Customer_4271,Yes,Yes,4.8,706,848,Dining
Customer_4272,Yes,Yes,2.1,4538,2291,Cafe
Customer_4273,No,No,3.6,2511,1260,Dining
Customer_4274,Yes,Yes,1.5,2016,2128,Quick Bites
Customer_4275,Yes,No,1.1,368,2814,Dining
Customer_4276,No,Yes,4.8,1311,2727,Cafe
Customer_4277,Yes,No,2.3,3330,2191,Dining
Customer_4278,No,Yes,1.1,2300,591,Cafe
Customer_4279,Yes,No,1.6,1089,2829,Dining
Customer_4280,Yes,No,4.9,2460,1129,Cafe
Customer_4281,No,No,2.4,517,306,Buffet
Customer_4282,Yes,Yes,4.9,259,691,Delivery
Customer_4283,Yes,No,3.5,3375,2757,Quick Bites
Customer_4284,Yes,No,3.2,3900,2651,Delivery
Customer_4285,No,Yes,1.4,204,628,Quick Bites
Customer_4286,No,Yes,1.3,4418,2509,Quick Bites
Customer_4287,Yes,No,3.8,4015,2858,Quick Bites
Customer_4288,Yes,Yes,3.5,4747,2032,Buffet
Customer_4289,No,Yes,2.3,2937,1123,Dining
Customer_4290,Yes,Yes,4.1,3661,583,Cafe
Customer_4291,Yes,No,4.3,4597,2927,Buffet
Customer_4292,Yes,Yes,1.9,3358,2321,Buffet
Customer_4293,No,Yes,3.6,2812,2580,Quick Bites
Customer_4294,Yes,Yes,1.1,10,2039,Delivery
Customer_4295,Yes,Yes,1.3,90,1768,Cafe
Customer_4296,No,No,2.5,4429,2105,Delivery
Customer_4297,No,No,4.9,4810,1567,Cafe
Customer_4298,No,No,1.2,4632,1720,Cafe
Customer_4299,No,Yes,3.8,1294,746,Quick Bites
Customer_4300,No,Yes,2.8,1834,832,Cafe
Customer_4301,Yes,Yes,2.1,3946,1077,Buffet
Customer_4302,No,Yes,4.9,3136,2408,Quick Bites
Customer_4303,No,Yes,2.8,3083,2674,Quick Bites
Customer_4304,No,Yes,1.8,4814,749,Buffet
Customer_4305,Yes,Yes,2,4078,1321,Delivery
Customer_4306,Yes,No,1.4,1276,2572,Buffet
Customer_4307,No,No,2.1,2787,2920,Delivery
Customer_4308,Yes,Yes,2.7,4476,1714,Delivery
Customer_4309,No,Yes,2.2,4876,1085,Buffet
Customer_4310,No,No,2.8,4697,1762,Cafe
Customer_4311,Yes,No,3.3,4280,1770,Buffet
Customer_4312,Yes,No,3.2,822,478,Delivery
Customer_4313,No,No,1.6,3017,1583,Dining
Customer_4314,Yes,No,2.4,3396,2292,Delivery
Customer_4315,Yes,No,1.7,4928,2597,Buffet
Customer_4316,Yes,Yes,2.6,3308,2345,Delivery
Customer_4317,No,Yes,1.8,3812,228,Buffet
Customer_4318,No,No,4.2,4726,2578,Quick Bites
Customer_4319,Yes,Yes,2.4,2944,1068,Quick Bites
Customer_4320,No,No,4.1,526,1279,Quick Bites
Customer_4321,Yes,Yes,4.7,2637,738,Quick Bites
Customer_4322,No,Yes,1.7,3533,711,Quick Bites
Customer_4323,Yes,Yes,4.3,1770,1621,Dining
Customer_4324,Yes,Yes,2.3,689,2051,Cafe
Customer_4325,Yes,No,3.3,3059,674,Cafe
Customer_4326,No,No,3.1,4245,1217,Dining
Customer_4327,Yes,No,5,3058,2187,Quick Bites
Customer_4328,No,Yes,4.5,3217,2184,Delivery
Customer_4329,No,No,2.2,4058,1300,Dining
Customer_4330,Yes,Yes,3.6,1887,1119,Delivery
Customer_4331,No,Yes,5,820,1269,Quick Bites
Customer_4332,Yes,Yes,2.1,838,216,Cafe
Customer_4333,No,No,2.4,327,2275,Quick Bites
Customer_4334,Yes,Yes,2.8,324,853,Buffet
Customer_4335,No,No,1.5,1620,2604,Buffet
Customer_4336,No,Yes,1.7,2053,1207,Buffet
Customer_4337,Yes,Yes,2,1127,1881,Buffet
Customer_4338,No,No,1.1,990,1170,Cafe
Customer_4339,No,No,3,2494,2955,Buffet
Customer_4340,Yes,Yes,2.2,3605,1011,Cafe
Customer_4341,Yes,Yes,1.1,2207,2358,Dining
Customer_4342,Yes,No,4.7,2145,1606,Cafe
Customer_4343,Yes,No,3,4996,341,Dining
Customer_4344,No,Yes,3.5,2186,2252,Delivery
Customer_4345,No,No,2.3,3920,2274,Delivery
Customer_4346,No,No,3.8,208,1726,Quick Bites
Customer_4347,Yes,No,4.4,2431,589,Buffet
Customer_4348,No,Yes,4.3,816,942,Buffet
Customer_4349,Yes,Yes,3.3,699,1102,Quick Bites
Customer_4350,No,No,4.3,270,2159,Cafe
Customer_4351,Yes,Yes,4.5,1720,2687,Cafe
Customer_4352,Yes,No,4.5,704,2220,Dining
Customer_4353,No,No,3.9,2907,2187,Quick Bites
Customer_4354,Yes,No,3.5,699,1231,Cafe
Customer_4355,No,Yes,3,4971,1790,Delivery
Customer_4356,Yes,No,4.3,3850,2546,Dining
Customer_4357,Yes,No,3.6,2131,2045,Delivery
Customer_4358,Yes,No,1.3,2492,2199,Dining
Customer_4359,Yes,Yes,2.4,4213,2669,Dining
Customer_4360,Yes,Yes,4.4,1662,2911,Dining
Customer_4361,Yes,Yes,3.6,276,2758,Cafe
Customer_4362,No,No,1.9,2624,725,Quick Bites
Customer_4363,No,Yes,2.8,3011,1461,Buffet
Customer_4364,No,No,4.8,3326,2323,Buffet
Customer_4365,No,Yes,4.6,1794,2586,Dining
Customer_4366,Yes,No,4,3481,2320,Buffet
Customer_4367,Yes,Yes,4.9,194,294,Delivery
Customer_4368,No,No,4.5,1191,2504,Dining
Customer_4369,Yes,Yes,4.1,2844,2287,Dining
Customer_4370,Yes,Yes,3.1,3304,1588,Buffet
Customer_4371,No,No,2,3419,1334,Dining
Customer_4372,No,No,1.9,4739,2983,Delivery
Customer_4373,Yes,Yes,3.6,2477,1820,Buffet
Customer_4374,No,Yes,2.2,2435,1473,Delivery
Customer_4375,No,Yes,2.7,2615,1196,Cafe
Customer_4376,Yes,Yes,4.8,42,514,Cafe
Customer_4377,Yes,Yes,2.9,1615,279,Cafe
Customer_4378,Yes,No,3.6,2705,626,Dining
Customer_4379,No,Yes,2.9,1679,1066,Dining
Customer_4380,Yes,No,1.4,3245,339,Quick Bites
Customer_4381,No,No,2.3,2904,1476,Delivery
Customer_4382,No,Yes,4.6,1121,627,Buffet
Customer_4383,Yes,Yes,1.2,2667,2987,Buffet
Customer_4384,Yes,Yes,4.3,4428,1162,Quick Bites
Customer_4385,Yes,No,1.9,407,1528,Quick Bites
Customer_4386,Yes,Yes,1.9,2848,1763,Delivery
Customer_4387,No,No,1.8,3525,942,Quick Bites
Customer_4388,No,Yes,1.1,2140,2286,Dining
Customer_4389,No,Yes,3.7,2698,2829,Buffet
Customer_4390,Yes,No,4.3,2981,2552,Cafe
Customer_4391,No,Yes,2.6,4372,1197,Delivery
Customer_4392,Yes,No,2.2,4522,1830,Cafe
Customer_4393,Yes,Yes,4.8,596,2005,Cafe
Customer_4394,No,Yes,1.1,4062,651,Dining
Customer_4395,Yes,Yes,1.6,4566,1510,Quick Bites
Customer_4396,Yes,No,4.6,4116,2251,Quick Bites
Customer_4397,No,No,3,1611,2412,Dining
Customer_4398,Yes,Yes,1.7,1634,739,Cafe
Customer_4399,No,No,3.8,2460,2432,Quick Bites
Customer_4400,No,No,1.6,1419,634,Buffet
Customer_4401,No,No,3.3,4282,731,Buffet
Customer_4402,No,No,1.4,1835,754,Cafe
Customer_4403,No,Yes,3.2,3332,1857,Delivery
Customer_4404,No,No,5,3817,2807,Quick Bites
Customer_4405,No,Yes,2.8,1956,1866,Delivery
Customer_4406,No,Yes,4.5,1001,1138,Cafe
Customer_4407,No,No,4.4,1704,3000,Cafe
Customer_4408,No,No,3,3009,1836,Buffet
Customer_4409,No,No,2.3,1307,2493,Dining
Customer_4410,No,Yes,4.7,4686,2628,Quick Bites
Customer_4411,No,No,4,592,2540,Quick Bites
Customer_4412,Yes,Yes,2.4,3942,225,Delivery
Customer_4413,No,Yes,1.5,1926,2786,Delivery
Customer_4414,No,No,3.5,2201,804,Dining
Customer_4415,No,Yes,2.7,4422,2385,Cafe
Customer_4416,No,No,4.9,4592,2959,Cafe
Customer_4417,No,No,3.9,4563,2828,Quick Bites
Customer_4418,No,No,3.3,563,1591,Dining
Customer_4419,Yes,Yes,4.5,4259,2922,Dining
Customer_4420,Yes,No,4.5,391,1425,Quick Bites
Customer_4421,Yes,Yes,1.2,2457,1621,Cafe
Customer_4422,No,No,4.4,2107,1513,Quick Bites
Customer_4423,Yes,No,3.9,4532,515,Buffet
Customer_4424,No,No,1.5,1164,1636,Delivery
Customer_4425,Yes,No,2.8,392,1696,Buffet
Customer_4426,Yes,No,1.2,4398,729,Buffet
Customer_4427,Yes,No,4,4407,1967,Dining
Customer_4428,No,No,3.4,2871,1394,Quick Bites
Customer_4429,Yes,No,3.2,4194,916,Delivery
Customer_4430,Yes,No,1.2,398,1054,Cafe
Customer_4431,Yes,No,3.2,142,926,Quick Bites
Customer_4432,Yes,Yes,1.7,2303,1825,Cafe
Customer_4433,No,No,1.4,2957,1396,Delivery
Customer_4434,Yes,No,2.9,3645,1350,Quick Bites
Customer_4435,Yes,Yes,3.7,139,2169,Cafe
Customer_4436,Yes,No,2.4,2406,1782,Dining
Customer_4437,Yes,Yes,4.7,2967,2695,Delivery
Customer_4438,No,Yes,1.7,4612,1031,Quick Bites
Customer_4439,Yes,Yes,1.4,3843,2939,Cafe
Customer_4440,Yes,No,2.3,2320,838,Dining
Customer_4441,Yes,No,1.7,3287,283,Cafe
Customer_4442,No,No,2,2951,1753,Cafe
Customer_4443,Yes,Yes,2.2,4289,1528,Quick Bites
Customer_4444,Yes,No,4.5,4363,1022,Dining
Customer_4445,Yes,Yes,4.5,932,2560,Cafe
Customer_4446,Yes,Yes,1.5,4866,2147,Quick Bites
Customer_4447,No,Yes,4.9,4439,2575,Quick Bites
Customer_4448,Yes,No,2.6,4015,2540,Dining
Customer_4449,No,No,4.4,467,980,Dining
Customer_4450,Yes,Yes,3.9,2579,614,Cafe
Customer_4451,Yes,Yes,4.8,297,2625,Quick Bites
Customer_4452,Yes,Yes,1.5,529,2244,Delivery
Customer_4453,Yes,Yes,3.5,1450,1205,Quick Bites
Customer_4454,Yes,No,4.4,2824,2635,Dining
Customer_4455,Yes,Yes,2.9,2863,2983,Quick Bites
Customer_4456,Yes,No,3.1,4109,336,Delivery
Customer_4457,Yes,Yes,3.7,4191,2680,Cafe
Customer_4458,No,No,2,2039,1519,Buffet
Customer_4459,No,Yes,1.7,1366,2861,Dining
Customer_4460,Yes,No,2.1,2044,695,Cafe
Customer_4461,No,Yes,3.8,2216,948,Quick Bites
Customer_4462,Yes,No,3,2354,1723,Cafe
Customer_4463,Yes,Yes,1.1,4658,2667,Delivery
Customer_4464,Yes,Yes,4.7,1898,345,Quick Bites
Customer_4465,Yes,No,1.9,3799,2327,Dining
Customer_4466,No,Yes,2.7,440,506,Quick Bites
Customer_4467,Yes,Yes,2.8,1882,2012,Delivery
Customer_4468,Yes,Yes,4.5,3306,836,Dining
Customer_4469,No,Yes,1.3,2156,409,Delivery
Customer_4470,No,No,4.3,2786,1444,Delivery
Customer_4471,No,No,1.5,4646,1931,Cafe
Customer_4472,No,No,3.7,3197,1656,Quick Bites
Customer_4473,Yes,Yes,3.1,2019,2065,Cafe
Customer_4474,Yes,No,4.1,668,1058,Cafe
Customer_4475,No,Yes,4.6,1936,1425,Buffet
Customer_4476,No,Yes,4.6,4855,2568,Quick Bites
Customer_4477,No,Yes,1.6,773,2734,Buffet
Customer_4478,Yes,Yes,1.2,4200,678,Dining
Customer_4479,Yes,Yes,1.3,4127,1695,Quick Bites
Customer_4480,Yes,Yes,3.6,1606,879,Cafe
Customer_4481,Yes,Yes,3,1873,1525,Quick Bites
Customer_4482,Yes,Yes,4.2,1553,1904,Cafe
Customer_4483,Yes,No,4.1,4833,2616,Buffet
Customer_4484,Yes,No,1.9,1007,1206,Quick Bites
Customer_4485,No,Yes,1.2,2547,1399,Dining
Customer_4486,Yes,No,1.1,373,374,Delivery
Customer_4487,No,Yes,4.3,284,241,Quick Bites
Customer_4488,No,Yes,3.1,2613,2915,Buffet
Customer_4489,Yes,No,4.3,23,2082,Delivery
Customer_4490,Yes,Yes,2.9,4692,2648,Quick Bites
Customer_4491,No,Yes,4,910,1785,Delivery
Customer_4492,No,Yes,1.6,1442,2499,Cafe
Customer_4493,Yes,No,4.7,2671,1965,Quick Bites
Customer_4494,Yes,No,4.4,2039,2279,Cafe
Customer_4495,Yes,No,1.8,2168,2476,Quick Bites
Customer_4496,No,Yes,4.8,2784,1504,Dining
Customer_4497,No,No,3.7,3213,926,Buffet
Customer_4498,Yes,No,3,3483,2496,Cafe
Customer_4499,No,Yes,4.5,2302,1766,Cafe
Customer_4500,No,Yes,2.1,4776,2599,Delivery
Customer_4501,No,No,4,3569,263,Dining
Customer_4502,Yes,Yes,2.7,4795,341,Cafe
Customer_4503,Yes,No,1.4,1081,420,Delivery
Customer_4504,No,Yes,1.6,1753,2407,Quick Bites
Customer_4505,Yes,Yes,3,679,865,Cafe
Customer_4506,No,Yes,2.6,1821,1026,Buffet
Customer_4507,No,Yes,3.8,3242,2085,Cafe
Customer_4508,No,No,2.3,4955,2816,Buffet
Customer_4509,Yes,No,1.1,3796,2274,Quick Bites
Customer_4510,Yes,No,1.6,1034,2884,Cafe
Customer_4511,No,No,2.9,1593,2828,Buffet
Customer_4512,Yes,No,2.5,4835,1155,Buffet
Customer_4513,Yes,Yes,3.9,3359,1478,Delivery
Customer_4514,No,No,3.6,3262,2984,Dining
Customer_4515,Yes,Yes,2.7,420,2411,Cafe
Customer_4516,Yes,Yes,2.1,4804,270,Dining
Customer_4517,Yes,Yes,1.6,4988,1679,Buffet
Customer_4518,Yes,Yes,3.1,323,1577,Delivery
Customer_4519,No,No,3.2,2635,2911,Cafe
Customer_4520,No,No,2.6,3787,1627,Buffet
Customer_4521,Yes,Yes,5,4074,305,Dining
Customer_4522,Yes,Yes,4.9,4498,1180,Dining
Customer_4523,No,Yes,2.3,3027,2093,Cafe
Customer_4524,No,No,4,1337,667,Quick Bites
Customer_4525,Yes,No,2.2,1449,1017,Dining
Customer_4526,Yes,Yes,1.4,2355,2648,Buffet
Customer_4527,No,Yes,3.8,515,2616,Cafe
Customer_4528,Yes,Yes,1.4,4972,2235,Buffet
Customer_4529,Yes,No,4.9,3408,1291,Quick Bites
Customer_4530,No,No,3.6,1156,1848,Buffet
Customer_4531,Yes,No,4.3,157,758,Dining
Customer_4532,No,Yes,3.5,591,1592,Delivery
Customer_4533,No,Yes,1.5,1302,2202,Quick Bites
Customer_4534,No,No,3.7,1767,2325,Quick Bites
Customer_4535,No,No,4.3,3813,2395,Dining
Customer_4536,Yes,No,4.4,1311,1435,Dining
Customer_4537,Yes,No,3.4,1346,1635,Delivery
Customer_4538,No,No,4.5,2607,1832,Cafe
Customer_4539,No,Yes,4.7,162,1054,Cafe
Customer_4540,Yes,No,2.9,437,2550,Buffet
Customer_4541,No,No,3.3,4351,1229,Quick Bites
Customer_4542,No,Yes,4.7,3634,2684,Dining
Customer_4543,Yes,Yes,1,703,1863,Buffet
Customer_4544,No,No,2,1236,2235,Dining
Customer_4545,No,No,2.1,3408,337,Delivery
Customer_4546,Yes,No,1.4,1348,1293,Dining
Customer_4547,No,Yes,2.9,3833,2405,Dining
Customer_4548,Yes,Yes,1.9,2150,2284,Cafe
